"","MM13","MM14","MM15","MM16","MM17","MM18","MM19","MM20","MM21"
"nbis-gene-769",202.12196716732,172.852073595364,253.131700320051,211.968130078145,206.979564698742,215.296755728755,195.477952192112,203.268402154228,195.312264042296
"nbis-gene-770",23.6246455130634,23.7671601193625,19.3723240040856,35.4593526153031,20.4823527566463,30.6279903547183,92.0564774858201,66.8150766340286,87.7918762614361
"nbis-gene-771",35.8744617050222,51.8556220786092,38.7446480081711,71.7066908442795,62.5250768360783,68.4625666752527,167.065459140933,130.806981015915,138.099580635967
"nbis-gene-772",70.8739365391902,46.4539947787541,42.6191128089882,69.3427340032593,79.7733738943068,135.123486859051,240.937941073998,210.796861493273,192.352987314383
"nbis-gene-773",196.872045942195,236.591275733654,198.889193108612,217.484029373859,224.22786175697,254.032155295016,248.893439128328,276.670880709921,235.755712657115
"nbis-gene-774",345.619813987409,415.925302088844,405.527315818858,451.515756634859,358.98018252438,416.180339525878,332.994418559818,448.884388090586,415.285167483872
"nbis-gene-775",6521.27714847636,6735.82924291934,6630.50076246502,7114.72210585714,7477.13677474205,7451.60988865382,7295.19171582073,7804.18916233801,7729.63081331027
"nbis-gene-776",1863.72203491945,1711.2355285941,1604.02842753829,2401.78015047653,2305.88171297192,2662.83351436904,3342.4456825407,3344.51806137095,3540.28139216061
"nbis-gene-777",306.24540479897,324.097637991307,288.001883527405,353.805540539357,294.299068556024,305.379080301456,601.208352962948,449.825445507967,412.325890755959
"nbis-gene-778",2051.8442121531,2077.46585952428,2075.42164497103,2341.89324383735,2364.09471554344,2624.9989380485,2413.92540962817,2396.8732420686,2550.8965394615
"nbis-gene-779",7176.64231474615,7848.56446668949,7898.74224059916,9551.96160894897,9531.84016180352,9708.17211919997,7009.93028558689,8413.05331138332,8579.92965979743
"nbis-gene-780",1598.60101305062,1551.34736051839,1418.05411709906,2148.04878287369,2062.24951702444,2387.18160117657,2283.22794159275,2378.05209372099,2327.96435929201
"nbis-gene-781",14718.1541546385,13016.8414671909,13075.0272144908,27999.492810657,30756.9477105198,23710.5686507806,24534.7559995541,19909.9517795231,20372.647420533
"nbis-gene-782",18745.7187211804,20036.7963060826,22034.0813222469,21455.2722890994,22458.3607883796,22406.1765909679,24352.9160440266,24618.0620386787,24215.7614645168
"nbis-gene-783",1164.60752510694,1083.56643635094,1162.33944024513,1965.23612050146,2251.98078466496,1890.82799278099,3043.5462556423,2637.78394091806,2720.56173852855
"nbis-gene-784",10955.7106099654,11639.4265057278,10969.9013393802,6009.17828987336,5616.47672958565,5386.02218620179,4194.82047407607,4170.76647383119,4234.72499764433
"nbis-gene-785",18081.6036862021,18252.0986462105,17538.4106650321,12955.2714744044,12105.070479178,12451.1789024387,8446.4659342545,9151.78338402715,8950.8256763626
"nbis-gene-786",13781.9182028245,13256.6737193044,12736.6572885528,11832.3919749198,10824.3844226045,11329.6539615086,5097.20125338152,6445.3022516403,6766.87945116238
"nbis-gene-787",4332.05999759915,4405.56722576184,4110.80715366696,3446.64907420746,3314.90709087829,3257.37685654886,1932.04952748017,2202.0743566708,2291.46661298108
"nbis-gene-788",1933.72098458778,1928.38094604828,2106.41736337757,2455.36317220632,2182.98759643204,2477.26392574927,1459.26564310855,1635.55779140763,1954.10906599893
"nbis-gene-789",5175.5473411026,5777.58055992504,5877.56310283956,4972.97720789284,4996.61605405557,4851.83400148567,3739.08408553516,3825.39840165248,3965.43081540419
"nbis-gene-790",47769.9082142851,48453.6772051604,46759.6241927948,55548.2578502927,53046.0595840156,59404.7889394676,47555.6943693414,40974.5810101724,40944.5528074123
"nbis-gene-791",25692.2394888919,26009.9157742624,24934.763969792,13478.4939218835,13438.5794454923,12502.5258274452,5488.15715776574,6806.66829991449,7272.9157716356
"nbis-gene-792",10391.3440782645,8695.53962730678,7473.84260077621,2659.45144614773,3269.63031110044,731.468475530331,2254.81544854157,1797.41966719711,2102.07290239461
"nbis-gene-793",4767.80345928454,5019.19208702538,4888.28309036426,3928.1082841619,4061.97395721281,3691.57366098928,3393.58817003282,3692.7093058018,3662.59816358104
"nbis-gene-794",1763.97353164207,1770.65342889251,1733.17725423219,2075.55410641574,1827.24146960608,2143.95932483028,1041.0337453952,1120.79938410039,1199.49350038097
"nbis-gene-795",3593.5710785982,3998.28452735276,3737.56704452158,4674.33066031062,4928.70088438879,4913.08998219511,3118.55523729741,3574.13607121184,3811.54842555269
"nbis-gene-796",3821.94265189115,3803.82594455798,3607.12672956073,2195.3279196941,2454.64827509914,2025.95147964004,1910.45603276128,2156.90360063653,2082.34439087519
"nbis-gene-797",67442.2380317001,68701.1369759374,64278.6625338229,81158.578280292,82391.8809914591,84464.7908123472,77210.381616718,75379.6401896102,71744.7049915368
"nbis-gene-798",2428.96355349126,2167.13287270187,2049.59187963225,2074.76612080207,1932.88728908773,2006.13336823405,1800.2155597227,1914.11078695231,2084.31724202713
"nbis-gene-799",215.246770230133,241.992903033509,275.087000858015,175.720791849168,178.951081979121,136.925133350505,360.27041188895,264.437134283972,239.701414961
"nbis-gene-800",14102.1633975571,15818.1253848957,17776.0445061489,14976.4545734767,14350.5831524461,14487.9402610275,20564.9624704434,17956.3165810408,18058.4930193046
"nbis-gene-801",3629.44554030322,3524.02165042548,3651.03733063666,2850.14396465669,3063.72876496784,3038.4768078372,3615.20561583202,3526.14214292542,3286.77001913601
"nbis-gene-802",2447.3382777792,2440.45521407454,2368.5894815662,1687.07719887475,1430.53063726683,1705.25840416123,1219.4642017566,1226.19781484703,1204.42562826083
"nbis-gene-803",476.867844615539,465.620273247512,452.020893428663,278.158921626711,263.036530137985,159.445714493681,222.753945521244,205.150516988989,216.027201137691
"nbis-gene-804",11819.3226514985,13167.0067061268,12679.8318048075,6026.51397337417,6201.84081099928,5587.80659324464,7211.09073638924,7032.52208008585,7297.57641103488
"nbis-gene-805",20072.1988173954,19711.6183426313,18087.2931784812,37403.3131242353,35904.4863638349,37170.6695884336,57284.1319900651,51629.2330897565,47309.9570491544
"nbis-gene-806",10343.2198003675,10834.5840380494,11055.1395649982,4074.67360830516,3866.8525967416,4365.38944879308,5290.40620612954,5562.59039413722,5326.69811024444
"nbis-gene-807",1798.97300647624,1891.64988040926,1659.56242301666,1395.52252181559,1566.36097660037,1285.47477165244,1339.9331722936,1232.7852167687,1224.15413978025
"nbis-gene-808",7646.51026439486,9479.85591124574,8885.43927654058,5102.20684853527,6050.91821173978,5381.51806997315,9131.77526664894,7218.85144872723,6558.74365463246
"nbis-gene-809",300.120496702991,301.410803331916,347.410343806601,524.010433092812,499.122596122487,581.030993493921,3085.59674535804,1746.60256665855,1243.88265129967
"nbis-gene-810",480.367792098956,435.371160368323,470.10172916581,883.331872927883,921.705874049085,935.955352310362,4624.4173690099,2839.17022823752,1966.93259848656
"nbis-gene-811",277.370838060782,232.26997389377,249.257235519234,691.063383191573,670.527548138633,740.476707987601,4494.85640069652,2378.05209372099,1786.41671808383
"nbis-gene-812",209.121862134154,151.245564395943,180.808357371465,281.310864081404,239.32012168292,299.974140827094,860.330289589701,590.043000697689,525.764831992646
"nbis-gene-813",1034.23448134966,965.810961214096,967.324711937339,991.285902001139,1079.09658470542,824.253269840213,1434.26264922352,1808.71235620567,2238.19963187864
"nbis-gene-814",4662.80503478203,5127.22463302248,4910.23839090222,5765.69073524828,6688.0271843281,6916.52088069197,12240.1020064479,12006.9515883601,10931.5682329128
"nbis-gene-815",463.743041552726,532.600451765715,466.227264364993,248.215468307121,230.695973153806,249.528039066381,178.430456361404,192.91677056304,195.312264042296
"nbis-gene-816",52.499212251252,35.6507401790438,19.3723240040856,33.0953957742828,45.2767797778498,20.7189346517212,39.7774902716506,31.9959521909433,30.579192855107
"nbis-gene-817",933.610991201432,1153.78759124905,1215.29045918963,1041.71698127624,1057.53621338263,1049.45908127197,1263.78769091644,1209.25878133418,1267.55686512298
"nbis-gene-818",695.614562329089,650.355926902557,751.64617135852,660.33194425831,743.832810636104,578.32852375674,760.318314049551,799.898804773581,799.004716536666
"nbis-gene-819",207.371888392446,176.093049975277,236.342352849844,192.26848973631,206.979564698742,193.676997831307,235.255442463762,233.38223951041,233.782861505173
"nbis-gene-820",146.122807432651,185.815979115016,196.306216574734,92.1943167997879,98.0996895186746,90.0823245727009,80.6914802653484,84.6951675642616,98.6425575971193
"nbis-gene-821",9225.86156628669,9104.98297663579,9001.67322056509,9603.96865945142,9465.00301070289,9594.66839023837,16238.3080286098,13404.4218531705,13266.4375712366
"nbis-gene-822",258.121126901989,230.109322973828,164.019009901258,245.063525852428,279.206808630074,84.6773850983388,335.267418003913,302.0794309792,296.914098367329
"nbis-gene-823",228.371573292946,209.583139234379,147.22966243105,232.455756033653,184.341174809817,254.032155295016,237.528441907857,301.138373561819,231.81001035323
"nbis-gene-824",75.2488708934612,92.9079895575081,91.6956669526717,74.8586332989731,90.5535595556996,82.8757386068848,78.4184808212541,77.1667082252161,70.0362158939547
"nbis-gene-825",113.748293211046,56.1769239184933,61.9914368130738,81.9505038220337,135.830339333549,24.3222276346292,137.516466367706,70.5793063035513,93.7104297172633
"nbis-gene-826",141.74787307838,87.506362257653,94.2786434865498,124.501726960397,126.128172238296,146.834189053502,186.385954415734,110.10371783354,160.787368883304
"nbis-gene-827",71.7489234100444,57.2572493784643,76.1978077494032,124.501726960397,127.206190804435,77.4707991325228,120.468970536999,116.691119755205,117.384643540572
"nbis-gene-828",4.374934354271,4.3213018398841,7.74892960163423,14.1837410461212,5.3900928306964,4.50411622863504,5.68249861023581,6.58740192166479,0.986425575971193
"nbis-gene-829",34.1244879633138,31.3294383391597,55.5339954783786,25.2155396375488,29.1065012857606,33.3304600918993,21.5934947188961,29.1727799388012,20.714937095395
"nbis-gene-830",16.6247505462298,5.40162729985512,0,4.72791368204041,10.7801856613928,0,7.95549805433013,3.76422966952274,1.97285115194239
"nbis-gene-831",38.4994223175848,48.6146456986961,64.5744133469519,35.4593526153031,62.5250768360783,64.8592736923446,52.2789872141694,75.2845933904547,80.8868972296378
"nbis-gene-832",12.2498161919588,18.3655328195074,11.6233944024513,8.66784175040741,23.7164084550642,13.5123486859051,13.6379966645659,20.703263182375,21.7013626713662
"nbis-gene-833",19.2497111587924,24.8474855793336,27.1212536057198,19.699640341835,15.0922599259499,27.9255206175373,32.9584919393677,22.5853780171364,15.7828092155391
"nbis-gene-834",229.246560163801,212.824115614292,209.221099244124,115.83388520999,111.035912312346,100.892203521425,75.0089816551126,70.5793063035513,91.7375785653209
"nbis-gene-835",144.372833690943,151.245564395943,143.355197630233,116.621870823663,161.702784920892,91.8839710641549,85.2374791535371,58.3455598776024,67.0769391660411
"nbis-gene-836",33.2495010924596,22.6868346593915,21.9553005379636,18.1236691144882,21.5603713227856,9.00823245727009,14.7744963866131,6.58740192166479,10.8506813356831
"nbis-gene-837",14.8747768045214,25.9278110393046,37.4531597412321,14.9717266597946,25.8724455873427,26.1238741260833,17.0474958307074,10.3516315911875,23.6742138233086
"nbis-gene-838",83649.6198405324,89387.2088834625,79875.9663336456,103367.952801677,93141.882133,106041.309194001,13722.0976439974,30505.3172418123,40984.0098304511
"nbis-gene-839",9812.10276975901,9435.56256738693,9338.75165823618,13231.8544248038,12030.6871981144,13349.2996784285,1953.64302219907,4157.59166998786,5936.30911619464
"nbis-gene-840",3818.44270440773,3975.59769269337,3534.80338661215,3732.6878519709,3329.99935080424,3714.99506537818,1518.36362865501,2047.74094022037,2191.83762980799
