"","MM13","MM14","MM15","MM16","MM17","MM18","MM19","MM20","MM21"
"nbis-gene-2087",756.863643288884,746.504892839978,856.256720980582,579.957411663623,531.463153106665,552.204649630656,367.089410221233,338.780670257046,287.049842607617
"nbis-gene-2088",830.362540440636,907.473386375661,808.471655103838,1888.80151597514,1998.64642162223,2054.77782350331,676.217334618061,932.587900624258,1116.63375199939
"nbis-gene-2089",256.371153160281,254.956808553162,253.131700320051,759.618131581159,707.180179387368,672.014141312349,263.667935514941,358.542876022041,405.42091172416
"nbis-gene-2090",18017.7296446297,16557.0679995159,16902.9984376981,7973.62642476115,7438.32810636104,7656.09676543385,1402.4406570062,1486.87071946148,1473.71981050096
"nbis-gene-2091",5823.0376255347,6472.22983068641,6642.12415686747,5018.68037348589,5315.70954963279,5796.7975862533,2848.06830345019,2774.23726643826,2930.67038621041
"nbis-gene-2092",33019.379545425,29210.9201121565,30090.3851314126,39274.7789567097,38477.7166812093,41035.2013126024,6896.28031338217,6004.88738030614,5895.86566757982
"nbis-gene-2093",41171.6322211736,38463.9076768084,38952.5776191483,35041.7202400562,32472.0752492474,37730.08082403,5119.93124782246,4740.10621134651,4591.8110561459
"nbis-gene-2094",480.367792098956,426.728556688555,392.612433149468,285.250792149771,337.419811201595,331.502954427539,214.798447466913,213.620033745415,248.579245144741
"nbis-gene-2095",1318.60521437728,1449.79676728111,1402.5562578958,2837.53619483792,3406.53866900013,3360.97152980747,5538.16314553582,4342.03892379448,4320.54402275382
"nbis-gene-2096",9862.85200826855,10122.6495599285,9509.22810947214,22958.7488399882,22914.3626418566,24799.6639548646,40403.7016184986,34090.7460020327,35133.519739366
"nbis-gene-2097",103494.322071506,109876.661557273,102075.358154061,66279.0459372971,68736.6198141728,67171.6869641259,48404.6596617106,51875.7901331102,55445.9951997648
"nbis-gene-2098",26140.2327667692,30377.6716089252,38039.4954144224,42118.619036457,46825.8924573919,48925.5121219253,55564.6079106078,60067.6949514091,62313.4900596762
"nbis-gene-2099",178.497321654257,196.619233714726,222.135981913515,831.324822425438,1156.71392146745,628.774625517452,2103.6609855093,1914.11078695231,1940.29910793534
"nbis-gene-2100",247.621284451739,186.896304574987,179.516869104526,3133.03079996544,3254.53805117449,3585.27651799349,6123.4605023901,5117.47023571616,4846.30885474647
"nbis-gene-2101",3321.45016176255,3588.84117802374,3497.35022687091,8393.62275684907,8859.15657653261,9192.90122264412,20113.7720807907,15995.1529232195,15046.9357358646
"nbis-gene-2102",1606.47589488831,1612.92591173674,1724.13683636362,4697.97022872082,4964.27549707139,5527.45143578093,6068.90851573184,5843.96656193405,5773.54889615939
"nbis-gene-2103",993.985085290372,950.686404774502,927.288575662229,1187.49431980582,1131.91949444624,1174.67351242802,1434.26264922352,1213.0230110037,1177.7921377096
"nbis-gene-2104",4988.3001507398,4850.6613152699,4822.41718875037,4511.21763828022,4033.94547449319,4762.6525001587,4424.3934179296,3959.96961233792,4295.88338335454
"nbis-gene-2105",2771.95840686611,2759.151224766,2721.16577844055,3053.44425298443,2895.55786865011,3216.83981049115,3729.99208775878,3298.4062479193,3071.72924357429
"nbis-gene-2106",3565.57149873087,3525.10197588545,3450.85664926111,3920.22842802517,3433.48913315361,4468.08329880596,5092.65525449333,4080.42496176265,3730.66152832305
"nbis-gene-2107",1449.85324500541,1440.07383814138,1362.52012162068,1439.6497161813,1332.43094774815,1411.59002605422,2233.22195382267,1784.24486335378,1673.96420242311
"nbis-gene-2108",165.372518591444,106.952220537131,144.646685897172,128.441655028764,116.426005143042,133.321840367597,36.3679911055092,50.8171005385569,72.9954926218683
"nbis-gene-2109",1010.6098358366,988.497795873487,962.158758869583,1129.18338439398,934.642096842756,1135.03728961603,644.39534240074,610.746263880064,657.945859172786
"nbis-gene-2110",464.61802842358,354.346750870496,422.316663289065,557.105828867095,541.165320201919,591.840872442645,270.486933847224,357.60181860466,351.167505045745
"nbis-gene-2111",11474.577824382,14653.534539047,12877.4295096491,9162.69671579431,10779.1076428267,9055.07526604789,8406.68844398285,8160.84992352529,8179.44087595313
"nbis-gene-2112",583.616242859752,675.20341248189,670.282410541361,358.533454221398,506.668726085462,374.742470222436,229.572943853527,209.855804075893,285.076991455675
"nbis-gene-2113",2642.46034997969,2969.81468946035,2656.5913650936,3524.65964996112,3624.29841936026,3439.34315218572,2871.93479761318,2966.21297958392,3148.67043850005
"nbis-gene-2114",6597.40100624067,7124.74640850891,7034.73659001694,9781.26542252793,9000.37700869685,10044.1791898561,3759.54108053201,5632.22864302339,7007.56729169935
"nbis-gene-2115",939.735899297411,925.838919195168,867.880115383033,5031.28814330467,5269.3547512888,5195.04765810766,5930.25554964209,4884.08799620575,5199.44921094416
"nbis-gene-2116",220.496691455259,247.394530333365,229.884911515149,218.272014987532,196.199379037349,188.272058356945,84.1009794314899,148.687071946148,123.303196996399
"nbis-gene-2117",486.492700194935,560.688913724962,493.348517970712,430.240145065677,424.739315058877,405.370460577154,236.39194218581,250.321273023262,291.981970487473
"nbis-gene-2118",243.246350097468,183.655328195074,211.804075778002,195.420432191003,198.355416169628,158.544891247954,110.240473038575,120.455349424728,129.221750452226
"nbis-gene-2119",492.617608290915,352.186099950554,480.433635301322,226.93985673794,195.12136047121,259.437094769379,140.925965533848,159.038703537336,182.488731554671
"nbis-gene-2120",494.367582032623,494.789060666729,551.465489982969,400.296691746088,350.356033995266,456.717385583593,200.0239510803,243.733871101597,337.357546982148
"nbis-gene-2121",657.115140011505,611.4642103436,564.38037265236,539.77014536628,479.71826193198,574.725230773832,362.543411333044,401.831517221552,448.823637066893
"nbis-gene-2122",1599.47599992148,1699.35194853442,1669.89432915218,3342.63497320257,3272.86436679886,3460.06208683744,7370.20069747584,5445.89927438202,4726.95136005396
"nbis-gene-2123",1719.3492012285,1614.00623719671,1659.56242301666,1982.57180400228,1957.68171610893,2161.07496649909,3899.33054634381,3409.45102317022,2675.18616203387
"nbis-gene-2124",623.865638919045,613.624861263542,697.40366414708,625.660577256681,569.19380292154,598.146635162734,1534.27462476367,1030.45787203185,976.561320211481
"nbis-gene-2125",794.488078735614,834.011255097631,724.5249177528,868.360146268088,854.86872294845,984.599807579621,1995.69351191482,1622.3829875643,1460.89627801334
"nbis-gene-2126",525.867109383375,413.764651168902,481.725123568261,483.035181181795,474.328169101284,563.915351825107,1302.42868146605,1052.1021926316,1010.0997897945
"nbis-gene-2127",1330.85503056924,1340.68389582404,1460.67322990805,1342.72748569948,1343.21113340954,1396.27603087686,3493.60014557297,2968.09509441868,2784.67940096668
"nbis-gene-2128",1177.73232816975,1112.73522377016,1352.18821548517,1096.0879886197,1111.4371416896,1252.14431156054,3089.00624452418,2684.83681178709,2286.53448510122
"nbis-gene-2129",238.871415743197,218.225742914147,187.26579870616,263.187194966916,252.256344476592,234.214043889022,530.745370196024,484.644569951052,383.719549052794
"nbis-gene-2130",1406.97888833355,1362.29040502346,1591.11354486889,1347.45539938152,1505.99193689658,1708.86169714414,2856.02380150452,2803.41004637706,2431.53904476899
"nbis-gene-2131",1059.60910060444,1333.12161760424,1312.15207921006,635.904390234435,802.045813207625,808.939274662854,718.267824333806,787.665058347633,716.144968155086
"nbis-gene-2132",441.868369781371,442.93343858812,369.365644344565,833.688779266458,942.188226805731,989.103923808256,3318.57918837771,2439.22082585073,2116.86928603418
"nbis-gene-2133",87952.8052713934,109699.488181838,113133.080695593,9623.66829979325,7330.52624974711,10766.6394329292,5483.61115887755,4708.11025915556,4005.87426401901
"nbis-gene-2134",1146.232800819,1042.51406887204,847.216303112009,162.325036416721,135.830339333549,83.7765618526118,130.697468035424,64.9329617992672,117.384643540572
"nbis-gene-2135",5191.29710477797,4936.00702660761,5041.97019413,3776.81504633661,3680.3553847995,3563.65676009605,2228.67595493448,2544.61925659737,3171.35822674738
"nbis-gene-2136",7958.00559041895,7628.1780728554,8225.48877213473,5876.00872116255,6094.03895438535,5740.94654501823,4293.69594989418,5209.69386261947,5799.19596113464
"nbis-gene-2137",22535.2868588499,24019.9562769958,22717.2786154577,1083.48021880093,914.15974408611,1301.68959007553,317.083422451158,367.012392778467,430.08155112344
"nbis-gene-2138",377.11934133816,399.720420189279,369.365644344565,866.784175040741,1171.8061813934,826.054916331667,1405.85015617234,1292.07183406368,1398.75146672715
"nbis-gene-2139",3241.82635651481,2853.13953978348,2991.08682623081,9799.38909164242,10574.2841152602,10325.236042523,9805.71960182291,9460.45021692802,9633.43217493467
"nbis-gene-2140",2985.45520335453,2755.91024838608,2765.07637951648,10295.032042643,11160.72621524,11368.3893610748,9185.19075358516,9011.56582883743,9332.57237426345
"nbis-gene-2141",1537.35193209083,1460.60002188083,1438.71792937009,4968.24929421079,5650.97332370211,4955.42867474427,4327.79094155559,4527.42723501847,4487.24994509296
"nbis-gene-2142",4423.05863216798,4681.05021805445,4292.90699930536,13369.7519071966,14246.0153515306,13961.8594855229,12052.5795523101,10808.0444386172,11371.5140397959
"nbis-gene-2143",1524.22712902802,1361.21007956349,1454.21578857336,3863.49346384069,3870.08665244002,4316.74499352383,3982.29502605325,4135.94734938811,4262.34491377152
"nbis-gene-2144",1148.85776143157,1059.79927623158,1013.81828954714,2477.42676938917,2323.13001003015,2539.42072970444,2416.19840907226,2730.00756782136,2546.95083715762
"nbis-gene-2145",849.612251599429,932.320871954994,853.673744446704,1485.35288177436,1453.16902715575,1419.69743526577,2094.56898773292,1729.6635331457,1799.24025057146
"nbis-gene-2146",4327.68506324488,4292.13305246488,4300.655928907,9387.27261569123,9345.34294986142,9798.25444377267,10835.3883499976,10907.7965248595,11214.6723732165
"nbis-gene-2147",1686.09970013604,1801.98286723167,1534.28806112358,15528.044503048,16702.819663762,14623.0637478865,33938.1546997723,35698.0720709189,32800.6232521941
"nbis-gene-2148",811.987816152698,779.99498209908,836.884396976497,1379.76280954213,1216.00494260511,1378.25956596232,1979.78251580615,2069.38526082012,2196.76975768785
"nbis-gene-2149",2288.09066728373,2220.06882024046,1966.93663054815,5263.74389933832,5784.64762590338,5030.19700413962,25859.9146754611,22703.9512517264,23407.8789177964
"nbis-gene-2150",1757.84862354609,1854.91881477025,2136.12159351717,596.505109550765,556.257580127869,677.419080786711,2096.84198717701,1720.25295897189,1832.77872015448
"nbis-gene-2151",227.496586422092,241.992903033509,264.755094722503,313.618274242014,275.972752931656,281.056852666827,9169.2797574765,4919.84817806622,4122.27248198361
"nbis-gene-2152",47.2492910261268,69.1408294381456,45.2020893428663,29.9434533195892,28.0284827196213,35.1321065833533,38.6409905496035,15.0569186780909,40.4434486148189
"nbis-gene-2153",810.23784241099,653.59690328247,703.861105481776,1417.58611899845,1477.96345417695,1511.58140632992,821.689299040098,952.350106389252,885.810167222131
"nbis-gene-2154",46.3743041552726,35.6507401790438,42.6191128089882,148.929280984273,153.078636391778,193.676997831307,126.151469147235,131.748038433296,171.638050218988
"nbis-gene-2155",7529.2620237004,7673.55174217419,7129.01523350349,112207.575415865,118330.86394941,124599.168879223,87151.3446854645,96161.9521950452,99941.6800806733
"nbis-gene-2156",4129.93803043183,3864.32417031635,4108.22417713308,5210.9488632222,5283.36899264861,5573.393421313,6496.23241122157,6081.11303111398,6164.17342424398
"nbis-gene-2157",17453.3631129287,19015.88874641,17590.0701957097,17717.0685378328,18450.2877594738,18029.9772632261,22949.3388872983,21773.2454659369,21568.1952186101
"nbis-gene-2158",9094.61353565856,9453.92810020643,9210.89431980922,7425.97642325813,7589.25070562054,7980.39313389557,6400.76643456961,6564.81654364765,7344.9248386815
"nbis-gene-2159",3105.32840466156,4401.24592392195,4059.1476229894,402.660648587108,327.717644106341,443.205036897688,501.196377422798,483.703512533672,343.276100437975
"nbis-gene-2160",49498.882271093,60669.9975065128,49163.0838575684,41053.2624867705,46372.0466410473,37894.9314779981,48167.1312198028,43051.4947303315,43564.4991371918
"nbis-gene-2161",3023.07963880126,2984.93924589994,3082.78249318348,3716.14015408376,3643.70275355077,3418.624217534,3161.7422267352,3203.35944876385,3511.67505045745
"nbis-gene-2162",59.4991072180856,59.4179002984063,69.740366414708,104.014101004889,100.255726650953,122.511961418873,70.462982766924,86.5772823990229,56.226257830358
"nbis-gene-2163",3207.7018685515,3347.9286004502,2896.80818274426,14841.7090335385,15322.9558991037,16977.8157122169,13239.0852621274,13774.2574182011,14184.7997824658
"nbis-gene-2164",7303.51541102001,7315.96401492378,6961.12175880141,36326.1367903438,39796.1333875977,37552.6186446218,29710.3757337569,31998.7753631954,32778.9218895227
"nbis-gene-2165",9958.22557719166,10121.5692344685,9802.3959460673,6072.21713896723,6213.69901522681,5916.60707793499,17400.9472442641,15769.2991430481,15733.4879367405
"nbis-gene-2166",900.361490108972,775.673680259196,773.601471896484,2077.13007764309,1988.94425452697,2138.55438535592,3457.23215446746,2709.30430463899,2734.37169659215
"nbis-gene-2167",666.739995590901,631.990394083049,606.999485461348,1424.67798952151,1424.06252586999,1271.06159972081,2568.48937182658,1848.23676773566,1735.12258813333
"nbis-gene-2168",8071.75388363,8043.02304948428,7355.02568021782,12806.3421934201,11630.7423100767,13933.0331416596,17823.7251408656,14686.142055643,14423.5147718508
"nbis-gene-2169",2486.71268696764,2400.48317205562,2549.39783893766,2642.11576264691,2275.69719312002,2774.53559683919,1757.02857028491,1806.83024137091,1781.48459020397
"nbis-gene-2170",391.994118142682,465.620273247512,366.782667810687,326.226044060788,284.59690146077,325.19719170745,410.276399659025,310.548947735626,231.81001035323
"nbis-gene-2171",1105.10841788886,1052.23699801178,1029.31614875041,831.324822425438,854.86872294845,797.228572468403,383.000406329893,540.166957576513,611.58385710214
"nbis-gene-2172",536.366951833625,442.93343858812,433.940057691517,431.816116293024,351.434052561406,391.858111891249,250.029938850375,302.0794309792,366.950314261284
"nbis-gene-2173",2630.21053378773,2847.73791248362,2860.64651126997,2405.72007854489,2116.15044533141,2442.13181916592,1625.19460252744,1654.37893975524,1705.52982085419
"nbis-gene-2174",188.122177233653,232.26997389377,195.014728307795,162.325036416721,130.440246502853,178.363002653948,117.059471370858,103.516315911875,110.479664508774
"nbis-gene-2175",2995.95504580478,3988.56159821302,4592.53227723522,2263.09468247001,2257.37087749565,2639.41210998014,1264.92419063849,1433.23044667078,1573.34879367405
"nbis-gene-2176",6570.27641324419,6760.67672849867,7836.75080378608,9330.53765150674,8885.02902211995,9045.16621034489,16066.6965705807,14111.1559736234,13440.0484726075
"nbis-gene-2177",177.622334783403,171.771748135393,229.884911515149,214.332086919165,174.639007714563,134.222663613324,204.569949968489,218.325320832319,177.556603674815
"nbis-gene-2178",140.872886207526,110.193196917044,112.359479223696,48.8551080477509,134.75232076741,26.1238741260833,59.0979855464524,59.2866172949831,63.1312368621563
"nbis-gene-2179",674.614877428589,655.757554202412,721.941941218922,310.46633178732,360.05820109052,279.255206175373,379.590907163752,410.301033977978,406.407337300131
"nbis-gene-2180",1309.85534566874,1403.34277250236,1255.32659546474,3599.5182832601,3580.09965814855,3675.3588425662,4778.98133120831,4225.34780403927,3873.69323683887
"nbis-gene-2181",3181.45226242587,3266.90419095238,3180.93560147085,2632.65993528283,2686.42226681909,2951.99777624741,1704.74958307074,1945.16568172587,2100.10005124267
"nbis-gene-2182",1752.59870232096,1641.01437369599,1973.39407188285,2026.69899836799,1789.51081979121,2339.43796915304,2562.80687321635,2323.47076351291,2385.17704269834
"nbis-gene-2183",442.743356652225,505.592315266439,410.693268886614,1084.2682044146,1287.1541679703,1101.70682952413,2666.22834792264,1855.76522707471,1763.72892983649
"nbis-gene-2184",447.993277877351,514.234918946208,499.805959305408,456.243670316899,427.973370757294,398.163874611338,1000.1197554015,790.488230599775,679.647221844152
"nbis-gene-2185",272.120916835656,277.643643212553,204.055146176368,179.660719917535,198.355416169628,199.982760551396,414.822398547214,296.433086474915,305.79192855107
"nbis-gene-2186",629.990547015024,647.114950522644,581.169720122567,492.491008545876,468.938076270587,561.212882087926,633.030345180269,654.034905079575,585.936792126888
"nbis-gene-2187",4551.68170218355,4609.74873769636,4695.85133859034,3848.52173718089,3755.81668442925,4232.06760842549,3891.37504828948,4332.62834962067,4496.1277752767
"nbis-gene-2188",2331.84001082644,2114.19692516329,2327.26185702415,4441.08691866329,4910.37456876442,4394.21579265635,24049.47061824,24786.5113163898,24585.671055506
"nbis-gene-2189",1574.10138066671,1594.56037891723,1756.42404303709,910.911369406452,1073.70649187472,699.939661929886,1551.32212059438,1446.40525051411,1477.66551280485
"nbis-gene-2190",1173.35739381548,1257.49883540627,1388.34988695947,713.914965988101,754.612996297497,808.038451417127,1122.8617253826,1121.74044151778,1074.21745223263
"nbis-gene-2191",5232.42148770812,5180.16058056106,5398.42095580518,7827.84908623157,8996.0649344323,7357.02344785248,13617.5396695691,11578.7704634519,11277.8036100786
"nbis-gene-2192",4422.18364529713,4450.94089508062,4032.02636938368,2582.22885600774,2558.13805744851,2270.97540247779,9268.1552332946,8228.6060575767,8636.15591762779
"nbis-gene-2193",77.8738315060238,52.9359475385802,51.6595306775615,55.1589929571381,75.4612996297497,32.4296368461723,59.0979855464524,54.5813302080797,76.941194925753
"nbis-gene-2194",3474.57286416203,3693.63274764093,3397.90563031661,3048.71633930239,3167.21854731721,2568.2470735677,2367.32892102424,2360.17200279076,2517.35806987848
"nbis-gene-2195",2329.21505021388,2475.02562879362,2227.81726046984,6359.83188795802,7921.28042399143,5429.26170199668,21652.5927044425,13103.2834796086,12863.9759362403
"nbis-gene-2196",3930.44102387707,3706.59665316058,3656.20328370442,7537.08239478608,7974.10333373226,7989.40136635284,19772.8221641765,18114.4142271608,16620.2845295386
"nbis-gene-2197",4552.55668905441,4406.64755122181,4680.35347938707,8525.21635433253,8908.74543057502,8928.96001164611,23705.1112024597,23020.1465439663,19587.45266206
"nbis-gene-2198",525.867109383375,407.282698409076,418.442198488248,590.989210255051,722.272439313318,487.345375938312,2445.74740184549,2458.04197419835,2978.01881385703
"nbis-gene-2199",1593.3510918255,1336.36259398416,1467.13067124275,2613.74828055467,2994.73557673492,2512.39603233263,5699.54610606651,6899.83298423517,7630.98825571315
"nbis-gene-2200",1112.10831285569,1091.12871457073,1057.72889062307,3714.56418285641,4386.45754562073,3782.55680880771,7439.52718052072,7479.52435334168,8311.62190313327
"nbis-gene-2201",1077.98382489237,1117.05652561004,1004.77787167857,518.494533797098,524.99504170983,623.36968604309,833.054296260569,737.789015226456,641.176624381275
"nbis-gene-2202",2409.71384233247,2418.84870487512,2356.96608716374,1243.44129837663,1031.66376779529,1300.7887668298,1245.60369536369,1182.90917364752,1236.97767226788
"nbis-gene-2203",5520.29216821915,5417.83218175469,5818.15464256037,2231.57525792307,2181.9095778659,2373.66925249067,1829.76455249593,1909.40549986541,2157.312734649
"nbis-gene-2204",814.612776765261,692.488619841427,666.407945740543,680.031584600145,683.463770932304,613.460630340093,492.104379646421,492.173029290098,460.660743978547
"nbis-gene-2205",93.6235951813995,81.0244094978268,130.440314960843,98.4982017091751,78.6953553281675,83.7765618526118,38.6409905496035,50.8171005385569,42.4162997667613
"nbis-gene-2206",412.993803043183,387.836840129598,405.527315818858,458.60762715792,460.313927741473,415.279516280151,295.489927732262,303.02048839658,296.914098367329
"nbis-gene-2207",1674.72487081494,1684.22739209483,1702.18153582565,1627.97827784925,1673.08481464816,1694.4485252125,1535.41112448571,1738.13304990212,1588.14517731362
"nbis-gene-2208",4855.30214636996,4539.52758279825,4751.38533406872,3870.58533436375,3652.32690207988,3424.92998025409,4238.00746351386,4361.80112955947,4559.25901213885
"nbis-gene-2209",2924.20612239474,2599.26305669028,2409.91710610824,3109.39123155524,2952.69285265549,2736.70102051865,2938.98828121396,2476.86312254596,2730.42599428826
"nbis-gene-2210",11605.8258550101,11447.128573853,11235.9479223696,10370.6786615556,10452.4680172865,8719.06819539172,16080.3345672453,13459.9442407959,13489.3697514061
"nbis-gene-2211",601.99096714769,554.206960965136,653.493063071153,484.611152409142,498.044577556348,508.96513383576,827.371797650333,705.793063035513,731.927777370625
"nbis-gene-2212",1059.60910060444,1028.46983789242,1068.06079675858,1232.4094997852,1311.9485949915,1262.05336726354,2212.76495882582,1728.72247572832,1804.17237845131
"nbis-gene-2213",419.993698010016,406.202372949105,330.620996336394,520.858490638118,524.99504170983,515.270896555849,850.101792091277,748.140646817644,779.276205017242
"nbis-gene-2214",451.493225360767,419.166278468757,493.348517970712,686.335469509532,591.832192810465,683.7248435068,1084.22073483299,1037.04527395351,997.276257306876
"nbis-gene-2215",1073.6088905381,975.533890353835,944.077923132437,1416.0101477711,1579.29719939405,1377.3587427166,2132.07347856047,2181.37109348843,2081.35796529922
"nbis-gene-2216",161.872571108027,135.040682496378,134.31477976166,195.420432191003,218.837768926274,228.80910441466,323.902420783441,291.727799388012,261.402777632366
"nbis-gene-2217",5300.67046363475,7795.62851915091,6219.80749357841,19872.2091912295,23017.8524242059,24305.1119929604,9402.26220049616,12846.3748046637,14003.2974764871
"nbis-gene-2218",8401.62393394203,9578.1655281031,9235.43259688106,8651.29405252027,9600.83335003644,9307.30577485145,17211.1517906822,15167.0223959245,14009.2160299429
"nbis-gene-2219",9477.8577850927,8936.45220488031,8138.95905824982,12487.9960054961,11343.9893714837,13070.0444722532,15787.1176389571,13558.7552696209,14079.2522458368
"nbis-gene-2220",4929.67603039257,4388.2820184023,4044.94125205307,5771.20663454399,5213.29778584956,6076.9536156744,7083.80276751996,6809.49147216663,7119.0333817841
"nbis-gene-2221",758.613617030592,634.151045002991,738.73128868913,610.688850596886,636.030954022176,551.303826384929,661.442838231448,678.502397931473,697.402882211633
"nbis-gene-2222",851.362225341137,859.939066136935,884.669462853241,782.469714377687,864.570890043703,870.19525537229,897.834780417257,870.478111077133,917.375785653209
"nbis-gene-2223",3344.19982040475,3318.75981303099,2988.50384969693,5958.74721059826,7285.24946996926,5298.64233136627,23420.9862719479,16430.8625074667,14404.7726859073
"nbis-gene-2224",2983.70522961282,3084.32918821727,3054.36975131082,3440.34518929807,3645.85879068305,3453.75632411735,5527.93464803739,4432.38043586302,4224.86074188462
"nbis-gene-2225",341.244879633138,313.294383391597,375.82308567926,521.646476251792,380.540553847166,435.097627686145,406.866900492884,308.666832900864,316.642609886753
"nbis-gene-2226",384.119236304994,381.354887369772,415.85922195437,539.77014536628,489.420429027233,478.337143481042,551.202365192873,445.120158421064,514.914150656963
"nbis-gene-2227",27.1245929964802,25.9278110393046,18.0808357371465,30.7314389332626,28.0284827196213,8.10740921154308,25.0029938850375,22.5853780171364,21.7013626713662
"nbis-gene-2228",691.239627974818,601.741281203861,712.901523350349,101.650144163869,95.943652386396,128.817724138962,64.7804841566882,83.7541101468809,88.7783018374073
"nbis-gene-2229",406.868894947203,392.158141969482,361.616714742931,65.4028059348923,75.4612996297497,61.2559807094366,37.5044908275563,42.3475837821308,43.4027253427325
"nbis-gene-2230",846.987290986866,742.183591000094,771.018495362606,92.9823024134613,93.7876152541174,96.3880872927899,59.0979855464524,40.4654689473694,44.3891509187037
"nbis-gene-2231",3447.44827116555,3256.10093635267,3282.96317455903,992.861873228486,1058.61423194877,1092.69859706686,675.080834896014,781.077656425968,762.506970225732
"nbis-gene-2232",1070.98392992554,992.819097713371,1044.81400795368,312.83028862834,277.050771497795,319.792252233088,234.118942741715,253.144445275404,249.565670720712
"nbis-gene-2233",976.485347873288,857.778415216993,918.248157793656,200.148345873044,204.823527566463,227.007457923206,81.8279799873956,104.457373329256,97.6561320211481
"nbis-gene-2234",661.490074365776,644.954299602702,654.784551338092,144.989352915906,131.518265068992,137.825956596232,62.5074847125939,96.9289139902104,70.0362158939547
"nbis-gene-2235",1165.4825119778,1106.25327101033,1220.45641225739,266.33913742161,249.022288778174,339.610363639082,134.106967201565,126.101693929012,178.543029250786
"nbis-gene-2236",2011.59481609381,1851.67783839034,2016.01318469184,1134.6992836897,1201.9907012453,1162.96281023357,772.81981099207,831.894756964525,848.325995335226
"nbis-gene-2237",1300.23049008934,1204.56288786769,1411.59667576437,1805.27504092576,1861.73806372254,1889.02634628954,2304.82143631164,2464.62937612001,2577.53003001273
"nbis-gene-2238",5053.92416605386,4830.13513153045,4682.93645592095,7107.63023533408,6816.31139369867,7248.92465836524,6778.08434228927,6525.29213211766,6605.10565670311
"nbis-gene-2239",5813.41276995531,5942.87035530061,5949.88644578815,3585.33454221398,4661.35227998625,3494.29337017507,4696.01685149887,4319.45354577734,4273.19559510721
"nbis-gene-2240",1065.73400870042,1182.95637866827,1274.69891946883,862.056261358701,889.365317064907,842.269734754753,1260.3781917503,1213.0230110037,1092.95953817608
"nbis-gene-2241",2592.586098341,2644.63672600907,2674.67220083075,1953.41633629636,2050.39131279691,1981.81114059942,2598.03836459981,2621.78596482259,2313.16797565245
"nbis-gene-2242",5417.04371745836,5263.34564097883,5070.38293600266,7377.12131521038,7095.51820232875,7566.91526410687,7466.80317384985,6902.65615648732,6758.00162097864
"nbis-gene-2243",1556.60164324962,1337.44291944413,1290.1967786721,2721.70230962793,2841.65694034314,2808.76688017681,3062.8667509171,2330.05816543457,2841.89208437301
"nbis-gene-2244",2843.70733027615,2996.82282595962,3232.59513214841,8752.94419668414,10022.3386093969,9646.01531524481,10971.7683166433,11139.2966495352,11125.8940713791
"nbis-gene-2245",2405.3389079782,2632.75314594939,2642.38499415727,1854.13014897351,1821.85137677538,1688.14276249241,1434.26264922352,1511.33821231338,1578.28092155391
"nbis-gene-2246",2061.4690677325,2338.90462083727,2252.35553754168,4754.7051929053,4666.74237281695,5632.84775553099,6597.38088648377,5937.13124625474,5244.82478743883
"nbis-gene-2247",5757.41361022064,6095.19624515652,6392.86692134824,3894.22490277395,3535.90089693684,3978.03545313047,4669.87735789179,4364.62430181161,4478.37211490922
"nbis-gene-2248",6758.39859047784,7412.1129808612,7524.21064318683,7035.13555887613,7743.40736057845,8120.02073698326,12669.6989013818,10476.7922276992,9819.86660879322
"nbis-gene-2249",1811.2228226682,1793.3402635519,1752.54957823627,2120.46928639512,2168.97335507223,2267.37210949488,2138.89247689276,1966.81000232563,1846.58867821807
"nbis-gene-2250",787.48818376878,836.171906017573,718.067476418105,1047.23288057195,1009.02537790637,1239.53278612036,1195.59770759361,1176.32177172586,1057.44821744112
"nbis-gene-2251",1448.97825813456,1340.68389582404,1230.7883183929,1895.8933864982,1775.4965784314,2051.1745305204,2516.21038461242,2200.19224183604,1914.65204296009
"nbis-gene-2252",2197.0920327149,2125.00017976301,2154.20242925432,2913.18281375056,2967.78511258144,3651.03661493157,4909.67879924374,4690.23016822533,3782.94208384952
"nbis-gene-2253",12129.0680037809,11844.6883431223,11498.1200405583,13666.0344979378,12358.4048422207,13954.6528995571,10594.4504089236,9686.30399709938,9242.80764685007
"nbis-gene-2254",4598.93099320968,4905.75791372842,5045.84465893082,3865.85742068171,3776.2990371859,4171.71245096178,4369.84143127133,3730.35160249703,3273.94648664839
"nbis-gene-2255",5634.0404614302,6523.00512730505,6405.78180401763,4741.30943747286,4561.0965533353,5053.61840852852,10044.3845434528,8255.89672268074,7923.95665177659
"nbis-gene-2256",2619.71069133748,2787.23968672524,2496.44681999316,3674.37691655907,3611.36219656659,3732.110707047,5695.00010717833,5053.47833133427,4836.44459898676
"nbis-gene-2257",3370.44942653038,3574.79694704412,3636.83095970033,2613.74828055467,2808.23836479283,2848.4031029888,3735.67458636902,3245.70703254598,3099.34915970149
"nbis-gene-2258",5709.28933232366,5793.7854418246,6439.36049895804,5266.89584179301,5280.1349369502,5164.41966775294,5805.2405802169,5885.3730882988,6342.71645349477
"nbis-gene-2259",808.487868669281,844.814509697341,760.686589227093,1138.63921175806,1184.74240418707,1171.97104269084,2441.2014029573,2759.18034776017,2993.80162307257
"nbis-gene-2260",388.494170659265,380.274561909801,448.146428627846,715.490937215448,658.669343911101,741.377531233328,1013.75775206607,994.697690171383,926.25361583695
