Geneid,MM13,MM14,MM15,MM16,MM17,MM18,MM19,MM20,MM21
nbis-gene-2391,6765,6131,6016,3602,2526,3253,2064,2639,2454
nbis-gene-2392,6515,5060,4827,12595,9878,12089,21520,24339,23450
nbis-gene-2393,4322,3853,3072,659,327,631,571,618,507
nbis-gene-2394,3691,2869,2490,1933,1623,1551,850,1072,1142
nbis-gene-2395,9470,7422,6005,10158,7170,8913,5226,6008,6134
nbis-gene-2396,6924,5789,4494,6934,5052,6669,3461,4048,3800
nbis-gene-2397,11255,11520,8081,2999,2310,3088,3116,3214,3281
nbis-gene-2398,834,651,663,2426,1643,1971,736,1338,1435
nbis-gene-2399,175,181,122,438,380,380,135,219,263
nbis-gene-2400,1155,946,719,1925,1450,1341,1093,1509,1456
nbis-gene-2401,16757,11895,9599,16175,15040,12686,7078,9352,10034
nbis-gene-2402,1053,817,725,1255,952,1217,1051,1479,1218
nbis-gene-2403,1036,767,714,1349,922,1297,995,1458,1179
nbis-gene-2404,681,512,406,902,675,814,696,893,725
nbis-gene-2405,530,382,318,680,481,670,486,665,631
nbis-gene-2406,1821,1382,1170,2522,1687,2388,1591,2196,2011
nbis-gene-2407,482,338,302,681,445,669,392,613,541
nbis-gene-2408,391,333,250,517,347,498,308,452,379
nbis-gene-2409,455,372,314,662,487,448,557,686,699
nbis-gene-2410,719,544,528,2965,1985,2767,2438,3224,3049
nbis-gene-2411,5697,5296,5036,2951,2010,2589,2836,3276,2954
nbis-gene-2412,1587,1155,1170,1130,733,1123,742,863,833
nbis-gene-2413,2378,1831,1472,1109,777,918,645,778,811
nbis-gene-2414,2355,2141,1609,1225,833,958,762,885,792
nbis-gene-2415,2437,2097,1904,5460,3953,4926,5095,5772,5482
nbis-gene-2416,4015,2897,2575,3237,2366,2650,2826,2898,2847
nbis-gene-2417,2753,2335,2017,2260,1804,2111,2000,2018,2003
nbis-gene-2418,2141,1737,1435,1907,1404,2017,1435,1723,1658
nbis-gene-2419,4879,3680,3073,4511,3055,3854,2236,2877,2750
nbis-gene-2420,2583,1901,1720,2461,1603,2255,1191,1472,1520
nbis-gene-2421,3923,3446,3152,3358,2427,3497,2225,2747,2618
nbis-gene-2422,6215,4800,4165,5890,3914,5231,3258,3778,3389
nbis-gene-2423,1792,1210,1129,1711,1072,1691,1143,1399,1325
nbis-gene-2424,1894,1413,1095,2246,1584,2035,1653,1955,1797
nbis-gene-2425,538,376,289,762,411,714,519,540,496
nbis-gene-2426,2940,2514,1980,4352,3046,3551,2846,3231,3013
nbis-gene-2427,7253,5922,4947,9072,6721,8795,8460,9787,8750
nbis-gene-2428,381,334,218,310,272,256,271,316,240
nbis-gene-2429,495,411,290,395,286,418,194,312,268
nbis-gene-2430,231,124,121,210,118,191,117,150,122
nbis-gene-2431,1330,897,780,1705,1212,1413,917,1211,1082
nbis-gene-2432,609,435,314,710,639,512,566,561,566
nbis-gene-2433,15963,12324,10159,21663,14882,18101,12492,14070,13482
nbis-gene-2434,28436,22202,17988,32375,22506,28152,29050,28751,24652
nbis-gene-2435,26,13,10,22,20,20,9,15,15
nbis-gene-2436,28,25,28,57,22,36,29,20,30
nbis-gene-2437,4,7,4,7,8,2,2,1,3
nbis-gene-2438,4188,2835,2525,2853,2762,2267,1726,2243,2135
nbis-gene-2439,3816,3670,3098,3402,2797,3259,1789,2805,2892
nbis-gene-2440,3297,2477,2386,3708,2457,3382,1789,2724,2626
nbis-gene-2441,19288,15771,13661,12889,9163,11119,8226,11570,11734
nbis-gene-2442,3452,2830,2642,3095,2241,2650,1990,2610,2427
nbis-gene-2443,15884,11977,10405,15114,10490,13612,10329,11772,11194
nbis-gene-2444,11768,10071,8411,9517,6224,8145,6271,7054,6382
nbis-gene-2445,15138,12163,10508,22669,18393,16001,37624,36791,30475
nbis-gene-2446,121596,101831,80594,51179,34669,46054,20187,27959,26908
nbis-gene-2447,168978,143079,116804,69985,49473,64060,28547,39413,38045
nbis-gene-2448,86875,76843,60287,34722,25470,29161,15632,19660,19063
nbis-gene-2449,17650,13110,11154,7237,5503,5157,3216,3998,4113
nbis-gene-2450,128986,112719,87093,54354,40485,44602,23292,29797,29939
nbis-gene-2451,51659,41009,32224,23059,16111,17729,9297,11647,12533
nbis-gene-2452,115300,96710,84533,51261,37570,53046,21092,29447,29613
nbis-gene-2453,86506,73754,60733,36842,28899,29910,15754,19117,20007
nbis-gene-2454,37359,32632,23624,16936,12258,11978,6928,8627,8912
nbis-gene-2455,33781,27237,20982,14939,11501,11815,6714,8701,9237
nbis-gene-2456,59404,46796,36604,24729,18994,20528,10594,14280,14752
nbis-gene-2457,97730,79898,69356,42318,32890,40516,18607,26099,25523
nbis-gene-2458,65478,47075,41898,29010,22022,21997,12565,16329,17373
nbis-gene-2459,126562,103011,89141,55292,43336,52153,24748,34033,34396
nbis-gene-2460,34194,26181,21786,15886,11654,14842,6628,9650,10144
nbis-gene-2461,82219,63764,53323,37500,29300,32103,17172,22901,23430
nbis-gene-2462,52425,44513,34215,23431,18665,17645,10077,12879,13289
nbis-gene-2463,40684,32897,25748,19413,14403,16122,7701,11358,11482
nbis-gene-2464,137217,108397,95706,62530,49492,61974,26786,38461,38569
nbis-gene-2465,50980,39659,34898,25294,18728,22360,10458,15097,15407
nbis-gene-2466,39177,32475,25414,22306,17397,19597,12714,15975,15396
nbis-gene-2467,188899,152951,128076,108612,83074,97327,56789,70649,69606
nbis-gene-2468,77846,62195,51022,43251,33617,38057,21969,27927,27479
nbis-gene-2469,54529,43739,34252,30773,22838,27537,15748,19970,19745
nbis-gene-2470,17000,11440,9605,10165,7155,7812,4514,6948,7360
nbis-gene-2471,109996,84235,73350,61143,45921,57049,29726,39286,39308
nbis-gene-2472,48127,41275,33152,26499,20916,23758,12705,16508,16128
nbis-gene-2473,140231,115041,94475,77323,58177,66227,39169,48023,48231
nbis-gene-2474,73838,59686,49870,38536,29210,34155,19989,25556,25498
nbis-gene-2475,1880,1433,1211,2344,1590,1801,1558,1755,1716
nbis-gene-2476,3407,2723,2378,4091,2833,3814,2587,3152,3041
nbis-gene-2477,3940,2998,2676,4622,3214,4823,2568,3256,3126
nbis-gene-2478,6698,5342,4520,8085,5544,8061,4149,5209,4876
nbis-gene-2479,106343,85463,68866,48311,32894,45463,14421,22165,21608
nbis-gene-2480,46514,41440,31847,22332,14881,19868,7233,10329,10200
nbis-gene-2481,2207,1740,1331,8390,5943,7552,1124,1937,2382
nbis-gene-2482,1008,880,772,4085,2968,4015,1046,1494,1433
nbis-gene-2483,223,181,161,574,491,549,1131,1000,787
nbis-gene-2484,892,577,514,988,702,916,743,983,802
nbis-gene-2485,335,247,174,838,525,640,593,619,649
nbis-gene-2486,5904,4557,3528,7200,4668,6049,6198,7006,6629
nbis-gene-2487,36,23,8,50,28,30,43,34,37
nbis-gene-2488,450,282,273,430,402,422,350,456,371
nbis-gene-2489,1232,1016,832,1692,1230,1773,1510,1548,1368
nbis-gene-2490,1648,1592,1376,2703,1911,2436,2304,2749,2618
nbis-gene-2491,90,70,51,72,59,57,71,96,86
nbis-gene-2492,242,155,112,226,174,201,257,256,295
nbis-gene-2493,244,228,138,343,309,300,425,623,583
nbis-gene-2494,179,128,115,325,207,285,389,462,460
nbis-gene-2495,52,42,27,112,125,117,126,191,140
nbis-gene-2496,398,304,247,848,670,762,1127,1325,1327
nbis-gene-2497,448,379,325,942,638,939,1381,1541,1428
nbis-gene-2498,4854,3560,2879,13879,8971,12907,11130,11636,10991
nbis-gene-2499,11232,9009,6850,25962,17670,23983,24977,24437,22065
nbis-gene-2500,3624,2792,2289,5535,3933,5514,6408,5904,5377
nbis-gene-2501,8705,7059,5610,39636,29568,36790,34069,38045,35236
nbis-gene-2502,28832,24676,24403,122522,105971,112200,164181,179108,163740
nbis-gene-2503,9279,6819,6577,37798,33678,33321,51113,57108,51175
nbis-gene-2504,32049,28413,24633,122308,105718,102182,160844,164641,151897
nbis-gene-2505,3998,2992,2457,5496,3645,4585,3912,3993,3987
nbis-gene-2506,1332,937,925,1778,1188,1505,1029,1285,1203
nbis-gene-2507,2571,2054,1654,5862,4300,5431,5571,5439,4868
nbis-gene-2508,1390,1172,894,2954,2261,2768,2801,2772,2579
nbis-gene-2509,4752,4684,3751,2722,2120,2712,2374,2817,2537
nbis-gene-2510,638,614,454,565,363,450,342,503,405
nbis-gene-2511,1020,911,662,815,544,723,679,788,723
nbis-gene-2512,1963,1598,1356,1762,1242,1431,2310,3392,3438
nbis-gene-2513,2455,2131,1609,2888,2472,2434,6844,9390,8770
nbis-gene-2514,1568,1263,1312,1626,1159,1422,2824,2881,2462
nbis-gene-2515,5717,4827,3690,6366,4616,4696,4693,5666,5640
nbis-gene-2516,6933,5538,5043,7646,5376,7095,5726,7698,7565
nbis-gene-2517,3593,2853,2576,3140,2574,2529,2499,3281,2938
nbis-gene-2518,2270,1722,1271,3946,3004,2761,1477,2896,2704
nbis-gene-2519,1270,1114,784,3089,2092,2558,1961,2535,2180
nbis-gene-2520,312,279,195,723,484,639,662,796,722
nbis-gene-2521,10276,8171,5974,12880,8106,10489,6761,7089,6862
nbis-gene-2522,0,0,0,0,0,0,0,0,0
nbis-gene-2523,0,0,0,0,0,0,0,0,0
nbis-gene-2524,0,0,0,0,0,0,0,0,0
nbis-gene-2525,0,0,0,0,0,0,0,0,0
nbis-gene-2526,0,0,0,0,0,0,0,0,0
nbis-gene-2527,0,0,0,0,0,0,0,0,0
nbis-gene-2528,0,0,0,0,0,0,0,0,0
nbis-gene-2529,0,0,0,0,0,0,0,0,0
nbis-gene-2530,0,0,0,0,0,0,0,0,0
nbis-gene-2531,0,0,0,0,0,0,0,0,0
nbis-gene-2532,0,0,0,0,0,0,0,0,0
nbis-gene-2533,12,10,13,15,6,8,8,15,15
nbis-gene-2534,3,5,4,3,2,2,4,5,6
nbis-gene-2535,5,3,6,11,2,6,6,4,5
nbis-gene-2536,0,0,0,0,0,0,0,0,0
nbis-gene-2537,3,3,1,2,2,1,4,7,5
nbis-gene-2538,11,4,6,11,11,7,13,13,16
nbis-gene-2539,0,0,0,0,0,0,0,0,0
nbis-gene-2540,0,0,0,0,0,0,0,0,1
nbis-gene-2541,0,3,2,1,0,1,0,3,2
nbis-gene-2542,0,1,3,0,0,1,2,3,3
nbis-gene-2543,6,5,6,4,3,5,3,11,5
nbis-gene-2544,0,2,1,2,0,0,0,0,1
nbis-gene-2545,9,10,10,11,11,14,10,12,11
nbis-gene-2546,35,19,27,32,13,27,22,33,16
nbis-gene-2547,3,3,0,3,3,4,3,2,6
nbis-gene-2548,20,12,14,47,20,21,18,15,11
nbis-gene-2549,17,19,16,30,17,13,10,18,17
nbis-gene-2550,5,6,10,8,17,14,9,11,7
nbis-gene-2551,4,7,6,1,6,0,3,7,5
nbis-gene-2552,55,37,27,40,38,42,23,16,22
nbis-gene-2553,41,35,32,47,50,31,15,30,28
nbis-gene-2554,2202,1824,1588,1658,1290,1126,1472,1754,1669
nbis-gene-2555,1,4,1,5,0,1,1,2,3
nbis-gene-2556,27,16,18,26,18,20,15,25,15
nbis-gene-2557,2,0,0,1,0,0,4,0,1
nbis-gene-2558,46,44,50,60,40,35,36,46,37
nbis-gene-2559,22,9,11,28,12,21,11,21,23
nbis-gene-2560,1150,1050,970,999,736,870,869,896,800
nbis-gene-2561,271,191,167,171,137,142,170,169,135
nbis-gene-2562,876,717,529,1558,1359,1479,2221,2029,1680
nbis-gene-2563,3077,2579,2038,6155,5002,5718,8545,7792,6435
nbis-gene-2564,3160,2589,2160,5684,4952,5787,6805,6764,5701
nbis-gene-2565,2295,2116,1593,675,575,569,940,962,815
nbis-gene-2566,1533,1427,1141,1500,1177,1266,1110,1312,1196
nbis-gene-2567,1392,1103,936,713,496,606,520,712,660
nbis-gene-2568,75,75,68,92,54,87,71,73,73
nbis-gene-2569,1255,998,903,1742,1437,1507,1384,1973,2045
nbis-gene-2570,192,133,169,233,192,252,211,331,279
nbis-gene-2571,96,78,50,104,79,58,44,58,53
nbis-gene-2572,588,474,540,594,412,483,422,470,509
nbis-gene-2573,160,105,97,133,96,85,72,140,132
nbis-gene-2574,99,109,78,120,103,85,84,100,128
nbis-gene-2575,0,0,0,0,0,0,0,0,1
nbis-gene-2576,1,3,1,1,0,4,1,2,5
nbis-gene-2577,5,3,5,0,2,2,4,1,4
nbis-gene-2578,0,0,0,0,0,1,0,0,1
nbis-gene-2579,4,1,3,14,2,2,1,5,1
nbis-gene-2580,3,3,0,3,2,1,2,0,1
nbis-gene-2581,0,0,0,6,1,5,1,2,1
nbis-gene-2582,0,3,1,0,0,0,3,2,2
nbis-gene-2583,121,101,68,107,105,78,41,70,57
nbis-gene-2584,15,4,5,3,4,5,4,8,9
nbis-gene-2585,33,51,37,29,24,26,31,39,27
nbis-gene-2586,4,15,5,7,13,3,7,3,12
nbis-gene-2587,85,56,42,79,23,58,22,50,44
nbis-gene-2588,1,3,0,2,2,3,4,1,1
nbis-gene-2589,7,9,3,9,5,2,3,5,4
nbis-gene-2590,0,0,0,0,4,0,1,2,2
nbis-gene-2591,4,9,10,4,223,29,71,57,41
nbis-gene-2592,0,0,0,0,0,0,0,0,0
